DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Poland,2023-Q1,169.52,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Poland,2023-Q2,175.00,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Poland,2023-Q3,182.88,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Poland,2023-Q4,191.72,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Poland,2024-Q1,200.04,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Poland,2024-Q2,205.92,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Poland,2024-Q3,209.20,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Portugal,2022-Q2,188.31,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Portugal,2022-Q3,193.82,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Portugal,2022-Q4,195.91,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Portugal,2023-Q1,198.55,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Portugal,2023-Q2,204.74,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Portugal,2023-Q3,208.48,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Portugal,2023-Q4,211.27,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Portugal,2024-Q1,212.45,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Portugal,2024-Q2,220.74,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Portugal,2024-Q3,228.89,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Romania,2022-Q2,144.94,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Romania,2022-Q3,143.20,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Romania,2022-Q4,146.83,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Romania,2023-Q1,146.28,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Romania,2023-Q2,145.14,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Romania,2023-Q3,150.02,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Romania,2023-Q4,152.28,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Romania,2024-Q1,154.26,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Romania,2024-Q2,155.06,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Romania,2024-Q3,155.86,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Sweden,2022-Q2,142.86,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Sweden,2022-Q3,138.46,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Sweden,2022-Q4,133.49,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Sweden,2023-Q1,132.37,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Sweden,2023-Q2,133.15,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Sweden,2023-Q3,132.61,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Sweden,2023-Q4,129.59,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Sweden,2024-Q1,130.30,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Sweden,2024-Q2,132.13,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Sweden,2024-Q3,133.00,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Slovenia,2022-Q2,172.43,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Slovenia,2022-Q3,176.40,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Slovenia,2022-Q4,178.83,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Slovenia,2023-Q1,181.96,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Slovenia,2023-Q2,185.39,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Slovenia,2023-Q3,186.33,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Slovenia,2023-Q4,191.19,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Slovenia,2024-Q1,193.48,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Slovenia,2024-Q2,197.74,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Slovenia,2024-Q3,201.07,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Slovakia,2022-Q2,175.57,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Slovakia,2022-Q3,180.57,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Slovakia,2022-Q4,179.07,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Slovakia,2023-Q1,178.82,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Slovakia,2023-Q2,171.75,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Slovakia,2023-Q3,173.20,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Slovakia,2023-Q4,176.56,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Slovakia,2024-Q1,173.51,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Slovakia,2024-Q2,178.70,,
ESTAT:TIPSHO40(1.0),10/01/25 11:00:00,Quarterly,"Quarterly index, 2015=100",Slovakia,2024-Q3,183.88,,
